id,ticketId,customerId,customerName,mobileNo,apxProductName,itemBrandName,itemCode,productName,status,branchCode,branchName,warehouseCode,comments,remarks,department,serialNo,duration,expiryTime,createdByName,createdByEmpId,createdByBranch,createdByBranchCode,createdByDesignation,createdByDept,updatedByName,updatedByEmpId,updatedByBranch,updatedByBranchCode,updatedByDesignation,updatedByDept,ItemImage,transactions,upload_images,releaseImages,createdAt,updatedAt,request_attempts,invoice_no
01K3T3WXGDG0010,PC_SA_4425459,PC-CUS-123729,Harish,6369511398,Watch,Sony,41931,Fire-Boltt Smart Watch,SerialNo Verified,BLRE,Corporate-Ektl,WH02,Testing,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-08T08:13:10,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Sathish,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""date"": ""2025-09-08T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19010"", ""name"": ""Dhana""}, ""assignedBy"": {""date"": ""2025-09-08T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-08T05:15:10""}, ""branchCity"": ""Mumbai"", ""branchContactNo"": [""9846781523""], ""branchState"": ""Karnataka""}, {""actionBy"": {""branchCode"": ""ZSOW"", ""empId"": ""15010"", ""name"": ""Sahubar Sathik K""}, ""expiryTime"": ""2025-09-08T08:13:10"", ""remarks"": ""test"", ""serialNo"": ""356545215454711"", ""status"": ""Rejected""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19010"", ""name"": ""Priya""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/10_img1.png"", ""https://example.com/upload/10_img2.png""]","[""https://example.com/release/10_rel1.png""]",2025-08-20T05:13:10,2025-09-08T13:17:15,1,"[""INV/1010"", ""INV/2010""]"
01K3T3WXGDG0011,PC_SA_4425460,PC-CUS-123730,Lakshmi,6369584873,Mobile,Samsung,41932,Fire-Boltt Smart Watch,SerialNo Verified,ADMI,Corporate-Ektl,WH03,Processing,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-09T08:13:10,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Dhana,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""CHEN"", ""date"": ""2025-09-09T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19011"", ""name"": ""Sathish""}, ""assignedBy"": {""date"": ""2025-09-09T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-09T05:15:10""}, ""branchCity"": ""Chennai"", ""branchContactNo"": [""9841613242""], ""branchState"": ""Tamil Nadu""}, {""actionBy"": {""branchCode"": ""BLRE"", ""empId"": ""15011"", ""name"": ""Ravi""}, ""expiryTime"": ""2025-09-09T08:13:10"", ""remarks"": ""test"", ""serialNo"": ""356545215454454"", ""status"": ""Rejected""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19011"", ""name"": ""Sathish""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/11_img1.png"", ""https://example.com/upload/11_img2.png""]","[""https://example.com/release/11_rel1.png""]",2025-08-21T05:13:10,2025-09-09T13:17:15,1,"[""INV/1011"", ""INV/2011""]"
01K3T3WXGDG0012,PC_SA_4425461,PC-CUS-123731,Aishwarya,6369593321,Tablet,Sony,41933,Samsung Galaxy S24 Ultra,SerialNo Verified,BLRE,South Branch,ZONL,Testing,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-10T08:13:10,Kumar,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Dhana,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""date"": ""2025-09-10T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19012"", ""name"": ""Dhana""}, ""assignedBy"": {""date"": ""2025-09-10T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-10T05:15:10""}, ""branchCity"": ""Bangalore"", ""branchContactNo"": [""9847622867""], ""branchState"": ""Maharashtra""}, {""actionBy"": {""branchCode"": ""BLRE"", ""empId"": ""15012"", ""name"": ""Meena""}, ""expiryTime"": ""2025-09-10T08:13:10"", ""remarks"": ""verified"", ""serialNo"": ""356545215454978"", ""status"": ""Pending""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""BLRE"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19012"", ""name"": ""Kumar""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/12_img1.png"", ""https://example.com/upload/12_img2.png""]","[""https://example.com/release/12_rel1.png""]",2025-08-22T05:13:10,2025-09-10T13:17:15,1,"[""INV/1012"", ""INV/2012""]"
01K3T3WXGDG0013,PC_SA_4425462,PC-CUS-123732,Suresh,6369551848,Tablet,Samsung,41934,Samsung Galaxy S24 Ultra,SerialNo Verified,BLRE,Corporate-Ektl,WH02,Checked,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-11T08:13:10,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Kumar,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""CHEN"", ""date"": ""2025-09-11T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19013"", ""name"": ""Dhana""}, ""assignedBy"": {""date"": ""2025-09-11T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-11T05:15:10""}, ""branchCity"": ""Mumbai"", ""branchContactNo"": [""9842992521""], ""branchState"": ""Telangana""}, {""actionBy"": {""branchCode"": ""CHEN"", ""empId"": ""15013"", ""name"": ""Ravi""}, ""expiryTime"": ""2025-09-11T08:13:10"", ""remarks"": ""verified"", ""serialNo"": ""356545215454436"", ""status"": ""Rejected""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ADMI"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19013"", ""name"": ""Sathish""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/13_img1.png"", ""https://example.com/upload/13_img2.png""]","[""https://example.com/release/13_rel1.png""]",2025-08-23T05:13:10,2025-09-11T13:17:15,1,"[""INV/1013"", ""INV/2013""]"
01K3T3WXGDG0014,PC_SA_4425463,PC-CUS-123733,Geetha,6369592978,Tablet,Apple,41935,Sony Bravia 55 Inch TV,SerialNo Verified,ZSOW,South Branch,WH03,Testing,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-12T08:13:10,Dhana,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Sathish,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""date"": ""2025-09-12T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19014"", ""name"": ""Sathish""}, ""assignedBy"": {""date"": ""2025-09-12T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-12T05:15:10""}, ""branchCity"": ""Bangalore"", ""branchContactNo"": [""9840291712""], ""branchState"": ""Karnataka""}, {""actionBy"": {""branchCode"": ""CHEN"", ""empId"": ""15014"", ""name"": ""Ravi""}, ""expiryTime"": ""2025-09-12T08:13:10"", ""remarks"": ""ok"", ""serialNo"": ""356545215454534"", ""status"": ""Rejected""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""CHEN"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19014"", ""name"": ""Kumar""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/14_img1.png"", ""https://example.com/upload/14_img2.png""]","[""https://example.com/release/14_rel1.png""]",2025-08-24T05:13:10,2025-09-12T13:17:15,1,"[""INV/1014"", ""INV/2014""]"
01K3T3WXGDG0015,PC_SA_4425464,PC-CUS-123734,Vikram,6369516339,Mobile,Sony,41936,LG 8.0Kg Fully Automatic Top Load Washing Machine,SerialNo Verified,ADMI,South Branch,WH02,Waiting,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-13T08:13:10,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""CHEN"", ""date"": ""2025-09-13T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19015"", ""name"": ""Sathish""}, ""assignedBy"": {""date"": ""2025-09-13T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-13T05:15:10""}, ""branchCity"": ""Bangalore"", ""branchContactNo"": [""9846639204""], ""branchState"": ""Telangana""}, {""actionBy"": {""branchCode"": ""ADMI"", ""empId"": ""15015"", ""name"": ""Ravi""}, ""expiryTime"": ""2025-09-13T08:13:10"", ""remarks"": ""ok"", ""serialNo"": ""356545215454492"", ""status"": ""Pending""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ADMI"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19015"", ""name"": ""Sathish""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/15_img1.png"", ""https://example.com/upload/15_img2.png""]","[""https://example.com/release/15_rel1.png""]",2025-08-25T05:13:10,2025-09-13T13:17:15,1,"[""INV/1015"", ""INV/2015""]"
01K3T3WXGDG0016,PC_SA_4425465,PC-CUS-123735,Rahul,6369527250,Mobile,Samsung,41937,Samsung Galaxy S24 Ultra,SerialNo Verified,ADMI,West Branch,WH03,Processing,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-14T08:13:10,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""CHEN"", ""date"": ""2025-09-14T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19016"", ""name"": ""Dhana""}, ""assignedBy"": {""date"": ""2025-09-14T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-14T05:15:10""}, ""branchCity"": ""Bangalore"", ""branchContactNo"": [""9845625818""], ""branchState"": ""Maharashtra""}, {""actionBy"": {""branchCode"": ""ADMI"", ""empId"": ""15016"", ""name"": ""Meena""}, ""expiryTime"": ""2025-09-14T08:13:10"", ""remarks"": ""test"", ""serialNo"": ""356545215454052"", ""status"": ""Rejected""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""CHEN"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19016"", ""name"": ""Sathish""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/16_img1.png"", ""https://example.com/upload/16_img2.png""]","[""https://example.com/release/16_rel1.png""]",2025-08-26T05:13:10,2025-09-14T13:17:15,1,"[""INV/1016"", ""INV/2016""]"
01K3T3WXGDG0017,PC_SA_4425466,PC-CUS-123736,Geetha,6369533912,Watch,Samsung,41938,LG 8.0Kg Fully Automatic Top Load Washing Machine,SerialNo Verified,ZSOW,South Branch,WH01,Processing,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-15T08:13:10,Dhana,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Priya,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""BLRE"", ""date"": ""2025-09-15T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19017"", ""name"": ""Priya""}, ""assignedBy"": {""date"": ""2025-09-15T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-15T05:15:10""}, ""branchCity"": ""Hyderabad"", ""branchContactNo"": [""9846098997""], ""branchState"": ""Karnataka""}, {""actionBy"": {""branchCode"": ""CHEN"", ""empId"": ""15017"", ""name"": ""Meena""}, ""expiryTime"": ""2025-09-15T08:13:10"", ""remarks"": ""verified"", ""serialNo"": ""356545215454795"", ""status"": ""Approved""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19017"", ""name"": ""Dhana""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/17_img1.png"", ""https://example.com/upload/17_img2.png""]","[""https://example.com/release/17_rel1.png""]",2025-08-27T05:13:10,2025-09-15T13:17:15,1,"[""INV/1017"", ""INV/2017""]"
01K3T3WXGDG0018,PC_SA_4425467,PC-CUS-123737,Sathish,6369595092,Mobile,Sony,41939,Samsung Galaxy S24 Ultra,SerialNo Verified,ZSOW,Corporate-Ektl,WH01,Checked,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-16T08:13:10,Dhana,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Sathish,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""date"": ""2025-09-16T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19018"", ""name"": ""Dhana""}, ""assignedBy"": {""date"": ""2025-09-16T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-16T05:15:10""}, ""branchCity"": ""Mumbai"", ""branchContactNo"": [""9848133392""], ""branchState"": ""Tamil Nadu""}, {""actionBy"": {""branchCode"": ""CHEN"", ""empId"": ""15018"", ""name"": ""Ravi""}, ""expiryTime"": ""2025-09-16T08:13:10"", ""remarks"": ""ok"", ""serialNo"": ""356545215454500"", ""status"": ""Pending""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""ZSOW"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19018"", ""name"": ""Kumar""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/18_img1.png"", ""https://example.com/upload/18_img2.png""]","[""https://example.com/release/18_rel1.png""]",2025-08-28T05:13:10,2025-09-16T13:17:15,1,"[""INV/1018"", ""INV/2018""]"
01K3T3WXGDG0019,PC_SA_4425468,PC-CUS-123738,Ravi,6369518136,Tablet,Sony,41940,Sony Bravia 55 Inch TV,SerialNo Verified,BLRE,Corporate-Ektl,WH02,Checked,"Invoice verified for this request, but the serial number has not yet been updated for this ticket ID.",Mobiles & Accessories,3.56545E+14,one hour,2025-09-17T08:13:10,Sathish,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,Kumar,19925,Corporate-Ektl,ADMI,Senior Software Engineer,Software Development,https://img-prd-pim.poorvika.com/product/lg-8-0kg-fully-automatic-front-load-washing-machine-t80ajmb1z-middle-black-front-view.png,"[{""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""BLRE"", ""date"": ""2025-09-17T05:13:10"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19019"", ""name"": ""Priya""}, ""assignedBy"": {""date"": ""2025-09-17T05:14:10""}, ""assignedTo"": {""date"": ""2025-09-17T05:15:10""}, ""branchCity"": ""Chennai"", ""branchContactNo"": [""9844366873""], ""branchState"": ""Karnataka""}, {""actionBy"": {""branchCode"": ""CHEN"", ""empId"": ""15019"", ""name"": ""Meena""}, ""expiryTime"": ""2025-09-17T08:13:10"", ""remarks"": ""test"", ""serialNo"": ""356545215454088"", ""status"": ""Approved""}, {""actionBy"": {""branch"": ""Corporate-Ektl"", ""branchCode"": ""BLRE"", ""dept"": ""Software Development"", ""designation"": ""Senior Software Engineer"", ""empId"": ""19019"", ""name"": ""Sathish""}, ""expiryTime"": """", ""remarks"": ""Invoice verified for this request, but the serial number has not yet been updated for this ticket ID."", ""serialNo"": """", ""status"": ""Invoice Verified""}]","[""https://example.com/upload/19_img1.png"", ""https://example.com/upload/19_img2.png""]","[""https://example.com/release/19_rel1.png""]",2025-08-29T05:13:10,2025-09-17T13:17:15,1,"[""INV/1019"", ""INV/2019""]"
